CityId,Han,age,card_age,cashAmt_mean,cashAmt_non_null_months,cashCnt_mean,cashCnt_non_null_months,cashTotalAmt,cashTotalCnt,education,idVerify,inCourt,isBlackList,isCrime,isDue,maritalStatus,monthCardLargeAmt,netLength,noTransWeekPre,onlineTransAmt,onlineTransCnt,publicPayAmt,publicPayCnt,sex,threeVerify,transAmt_mean?,transAmt_non_null_months,transCnt_mean,transCnt_non_null_months,transTotalAmt?,transTotalCnt,Default
二线城市,0,30,16,0,0,0,0,0,0,?小学,?None,0,0,0,0,?已婚,320,?无效,0.96,70,2,0,0,?男,?不一致,320,1,3,1,320,3,0
一线城市,0,52,76,0,0,0,0,0,0,?本科以上,?None,0,0,0,0,?已婚,0,?24个月以上,0,0,0,0,0,?女,?None,0,0,0,0,0,0,0
一线城市,0,37,16,3133.33,3,1.67,3,9400,5,?小学,?None,0,0,0,0,?未婚,23920,?24个月以上,0.23,-77370,69,49490,24,?男,?一致,7693.33,12,3.5,12,92370,42,0
其它,1,28,53,0,0,0,0,0,0,?初中,?不一致,0,0,0,0,?已婚,26700,?24个月以上,0.79,37110,9,0,0,?女,?不一致,6355.71,7,2.14,7,44500,15,0
其它,0,29,44,3500,2,2,2,7000,4,?本科以上,?一致,0,0,0,0,?未婚,550,?12-24个月,0.88,0,0,0,0,?男,?一致,210,4,1,4,840,4,0
二线城市,0,28,10,2020,5,2.4,5,10100,12,?小学,?一致,0,0,0,0,?已婚,10350,?24个月以上,0.73,-9540,21,5230,13,?女,?None,2903.33,6,2.5,6,17440,15,0
其它,0,36,22,6118.18,11,3.82,11,67300,42,?初中,?None,0,0,0,0,?None,2610,?24个月以上,0.44,1570,18,3110,9,?男,?一致,447.27,11,1.09,11,4930,12,0
二线城市,0,34,80,0,0,0,0,0,0,?小学,?None,0,0,0,0,?未婚,720,?无效,0.73,3280,10,0,3,?男,?一致,540,6,1,6,3280,6,0
二线城市,0,26,7,2000,2,1,2,4000,2,?高中,?不一致,0,0,0,0,?未婚,11210,?24个月以上,0.79,-188510,51,4110,4,?女,?一致,2168.33,6,2.33,6,13020,15,0
一线城市,0,31,1,0,0,0,0,0,0,?小学,?不一致,0,0,0,0,?已婚,20000,?12-24个月,0.96,20000,2,0,0,?女,?不一致,20000,1,2,1,20000,2,0
其它,0,46,22,966.67,3,2.33,3,2900,7,?小学,?一致,0,0,0,0,?None,0,?12-24个月,0.92,0,0,0,0,?女,?一致,0,3,0.33,3,0,1,0
二线城市,0,26,35,200,2,1,2,400,2,?本科以上,?一致,0,0,0,0,?未婚,5900,?24个月以上,0.71,-31400,15,520,1,?女,?None,2410,12,1.92,12,28970,22,0
一线城市,0,28,25,733.33,3,1.33,3,2200,4,?小学,?None,1,1,0,0,?已婚,480,?24个月以上,0.77,-18240,9,-90,1,?女,?一致,125.71,7,1,7,890,7,0
二线城市,0,27,11,300,1,1,1,300,1,?初中,?一致,0,0,0,0,?已婚,0,?6-12个月,0.96,0,1,0,0,?男,?不一致,0,1,0,1,0,0,0
二线城市,0,26,2,0,0,0,0,0,0,?小学,?None,0,0,0,0,?已婚,1120,?24个月以上,0.98,1120,1,1120,1,?男,?一致,1120,1,1,1,1120,1,0
一线城市,0,23,27,0,0,0,0,0,0,?None,?一致,0,0,0,0,?None,4300,?24个月以上,0.71,4880,33,4720,15,?女,?一致,710,7,2.29,7,5000,15,0
其它,0,27,35,4244.44,9,2.56,9,38200,23,?初中,?None,0,0,0,0,?未婚,228890,?24个月以上,0.42,-116970,41,0,1,?男,?None,36153.33,12,3.75,12,433900,44,0
一线城市,0,35,32,0,0,0,0,0,0,?高中,?不一致,0,0,0,0,?未婚,0,?6-12个月,0.71,-125170,18,0,0,?女,?不一致,0,6,0,6,0,0,0
其它,0,33,19,333.33,3,1.33,3,1000,4,?初中,?None,0,0,0,0,?None,2330,?24个月以上,0.71,-5900,26,3640,14,?男,?一致,1350,5,1.4,5,6760,7,0
一线城市,0,26,79,1442.86,7,4.14,7,10100,29,?初中,?None,0,0,0,0,?未婚,3350,?24个月以上,0.58,4210,5,0,0,?男,?一致,580,9,1.22,9,5240,9,0
一线城市,0,25,1,0,0,0,0,0,0,?None,?None,0,0,0,0,?未婚,0,?6-12个月,0.98,0,3,0,3,?男,?一致,0,0,0,0,0,0,0
一线城市,0,43,38,0,0,0,0,0,0,?高中,?None,0,0,0,0,?未婚,1380,?24个月以上,0.81,3440,10,0,2,?女,?不一致,518.57,7,1.29,7,3650,9,0
一线城市,0,26,7,100,1,1,1,100,1,?小学,?一致,0,0,0,0,?None,32990,?6-12个月,0.77,30550,24,33160,12,?女,?None,11848.33,6,3.33,6,71090,18,0
其它,0,40,71,0,0,0,0,0,0,?本科以上,?一致,0,0,0,0,?未婚,0,?无效,0,0,0,0,0,?女,?一致,0,0,0,0,0,0,0
二线城市,0,27,12,7714.29,7,3.43,7,54000,24,?小学,?None,0,0,0,0,?已婚,31180,?0-6个月,0.58,38710,18,26370,12,?男,?一致,6059,10,1.2,10,60610,12,0
二线城市,0,37,9,5000,1,3,1,5000,3,?高中,?一致,0,0,0,0,?已婚,64760,?24个月以上,0.87,13520,9,1200,4,?男,?一致,15854,5,2.6,5,79280,12,0
二线城市,0,29,60,0,0,0,0,0,0,?初中,?不一致,0,0,0,0,?未婚,340,?无效,0.92,350,8,340,2,?男,?一致,163.33,3,3.67,3,490,9,0
二线城市,0,26,9,500,2,1,2,1000,2,?小学,?None,0,0,0,0,?None,600,?24个月以上,0.94,600,3,0,0,?男,?None,200,3,1,3,600,3,0
一线城市,0,27,4,0,0,0,0,0,0,?小学,?不一致,0,0,0,0,?已婚,100,?24个月以上,0.98,0,0,0,0,?女,?一致,100,1,1,1,100,1,0
二线城市,0,34,36,100,1,1,1,100,1,?小学,?一致,0,0,0,0,?未婚,0,?24个月以上,0.98,0,0,0,0,?男,?不一致,0,1,0,1,0,0,0
二线城市,0,33,37,0,0,0,0,0,0,?初中,?None,0,0,0,0,?None,50,?24个月以上,0.94,20,1,0,0,?女,?一致,30,3,1,3,100,3,0
一线城市,0,33,13,0,0,0,0,0,0,?本科以上,?None,0,0,0,0,?未婚,7660,?24个月以上,0.29,-209120,99,17980,8,?男,?一致,3980.83,12,2,12,47790,24,0
一线城市,0,52,4,4000,1,2,1,4000,2,?高中,?None,0,0,0,0,?未婚,48000,?24个月以上,0.94,48000,1,0,0,?男,?一致,48000,1,1,1,48000,1,0
一线城市,0,24,55,1916.67,6,2.67,6,11500,16,?小学,?None,1,0,0,0,?已婚,5470,?0-6个月,0.6,2140,24,3270,4,?女,?不一致,1974,10,1.5,10,19750,15,0
二线城市,0,48,45,0,0,0,0,0,0,?高中,?一致,0,0,0,0,?未婚,10330,?24个月以上,0.79,8390,15,0,0,?女,?一致,2144,5,2.4,5,10740,12,0
二线城市,0,27,22,0,0,0,0,0,0,?初中,?不一致,0,0,0,0,?未婚,88770,?24个月以上,0.27,-1743020,156,0,0,?女,?不一致,43890.83,12,2.67,12,526720,30,0
二线城市,0,28,27,3000,4,1.5,4,12000,6,?小学,?None,0,0,0,0,?None,14480,?24个月以上,0.54,-4390,9,-19970,3,?男,?一致,2138.18,11,1.55,11,23570,15,0
其它,0,30,5,1300,4,3.5,4,5200,14,?高中,?None,0,0,0,0,?已婚,230,?24个月以上,0.83,0,0,0,0,?男,?一致,72.5,4,0.5,4,300,2,0
其它,0,41,46,2000,1,1,1,2000,1,?本科以上,?一致,0,0,0,1,?None,10320,?24个月以上,0.92,-48670,7,0,0,?男,?一致,2064,5,0.8,5,10320,4,0
二线城市,0,44,34,0,0,0,0,0,0,?初中,?None,0,0,0,0,?未婚,2210,?24个月以上,0.69,-101340,39,2850,5,?男,?一致,592.86,7,1.14,7,4180,8,0
其它,0,33,58,0,0,0,0,0,0,?小学,?一致,0,0,0,0,?未婚,1045300,?24个月以上,0.08,3875970,477,-432950,27,?男,?一致,367633.33,12,21.17,12,4411630,258,0
二线城市,0,30,26,233.33,3,1,3,700,3,?高中,?一致,1,0,0,0,?未婚,4900,?24个月以上,0.71,800,1,790,1,?男,?None,2665,12,5.08,12,32050,59,0
一线城市,0,25,14,21388.89,9,5.78,9,192500,52,?高中,?None,0,0,0,0,?未婚,35710,?24个月以上,0.38,28350,3,9700,1,?女,?不一致,7090,12,1.83,12,85130,21,0
一线城市,0,40,20,11285.71,7,5.43,7,79000,38,?本科以上,?不一致,0,0,0,0,?未婚,66500,?24个月以上,0.31,110670,111,68740,18,?男,?一致,39432.5,12,5.67,12,473230,66,0
一线城市,0,43,74,0,0,0,0,0,0,?小学,?None,0,0,0,0,?未婚,0,?24个月以上,0.98,0,1,0,1,?女,?一致,0,0,0,0,0,0,0
其它,0,39,43,0,0,0,0,0,0,?初中,?None,0,0,0,0,?未婚,246040,?24个月以上,0.56,40200,3,4650,1,?男,?一致,151390,12,7.92,12,1816770,93,0
二线城市,0,24,25,500,1,1,1,500,1,?小学,?一致,0,0,0,0,?未婚,44730,?24个月以上,0.15,12710,171,44540,51,?女,?一致,15313.33,12,11.42,12,183800,141,0
其它,0,44,31,2166.67,3,1.33,3,6500,4,?小学,?None,0,0,0,0,?未婚,44220,?无效,0.88,20000,2,0,0,?男,?一致,14740,3,1.33,3,44220,4,0
其它,0,41,37,2500,3,1.67,3,7500,5,?小学,?None,0,0,0,0,?未婚,106400,?无效,0.62,-1008200,48,0,0,?男,?一致,21746.67,9,0.67,9,195720,6,0
其它,0,33,24,1460,5,1.2,5,7300,6,?None,?None,0,0,0,0,?None,2300,?24个月以上,0.81,0,0,750,1,?男,?不一致,720,5,0.8,5,3600,4,0
其它,0,34,0,6283.33,6,2.67,6,37700,10,?小学,?一致,0,0,0,0,?未婚,16700,?无效,0.71,65600,10,62400,10,?男,?一致,7266.67,9,1.67,9,65700,10,0
一线城市,1,26,6,0,0,0,0,0,0,?初中,?不一致,0,0,0,0,?未婚,4670,?无效,0.92,0,0,0,0,?女,?一致,1285,4,1,4,5150,4,0
一线城市,0,31,10,0,0,0,0,0,0,?小学,?None,0,0,0,0,?None,19130,?24个月以上,0.63,30,2,0,0,?男,?一致,13161.11,9,4.22,9,118480,38,0
二线城市,1,30,35,0,0,0,0,0,0,?小学,?不一致,0,0,0,0,?未婚,55540,?24个月以上,0.52,-21810,15,3340,4,?女,?不一致,5336.67,12,2.42,12,64080,27,0
二线城市,0,32,84,0,0,0,0,0,0,?高中,?不一致,0,0,0,0,?未婚,181980,?24个月以上,0.67,97200,21,0,0,?男,?一致,45455.71,7,3,7,318190,21,0
其它,0,31,9,0,0,0,0,0,0,?小学,?None,0,0,0,0,?未婚,12600,?24个月以上,0.94,0,0,0,0,?男,?一致,8735,2,3,2,17470,6,0
二线城市,0,39,43,0,0,0,0,0,0,?高中,?一致,0,0,0,0,?未婚,161790,?无效,0.73,59650,24,1600,3,?男,?一致,27773.33,6,2.83,6,166640,15,0
其它,0,30,46,888.89,9,2.33,9,8000,21,?初中,?一致,0,0,0,0,?未婚,6000,?24个月以上,0.58,5090,21,4410,8,?男,?一致,1987.78,9,2.44,9,17910,21,0
二线城市,0,27,11,1200,1,4,1,1200,4,?小学,?None,0,0,0,0,?None,34080,?无效,0.58,11430,18,15150,9,?女,?None,5397.78,9,1.89,9,48620,15,0
二线城市,0,24,73,0,0,0,0,0,0,?高中,?None,0,0,0,0,?已婚,2140,?无效,0.83,3780,15,0,0,?男,?一致,1092.5,4,3.5,4,4380,15,0
二线城市,0,48,26,5357.14,7,1.86,7,37500,13,?小学,?不一致,0,0,0,0,?未婚,0,?24个月以上,0.85,0,0,0,0,?男,?一致,0,7,0,7,0,0,0
一线城市,0,46,8,0,0,0,0,0,0,?初中,?一致,0,0,0,0,?已婚,1950,?24个月以上,0.67,-105870,141,-540,2,?男,?一致,418.57,7,0.71,7,2930,5,0
二线城市,0,36,5,13000,1,3,1,13000,3,?本科以上,?None,0,0,0,0,?已婚,0,?24个月以上,0.96,0,0,0,0,?男,?不一致,0,1,0,1,0,0,0
一线城市,0,45,15,0,0,0,0,0,0,?初中,?一致,0,0,0,0,?未婚,22000,?无效,0.85,41080,8,28580,7,?女,?一致,7018.75,8,1.25,8,56180,10,0
二线城市,0,32,27,362.5,8,1.75,8,2900,14,?小学,?一致,0,0,0,0,?未婚,7740,?24个月以上,0.23,-7460,66,16630,21,?男,?一致,2323.33,12,3.25,12,27930,39,0
二线城市,0,53,10,8288.89,9,4,9,74600,36,?小学,?不一致,0,0,0,0,?None,44480,?0-6个月,0.42,93560,10,0,1,?男,?不一致,13521.11,9,4.44,9,121710,39,0
二线城市,0,43,18,2000,1,1,1,2000,1,?None,?一致,0,0,0,0,?未婚,21100,?24个月以上,0.71,-9140,9,-1990,2,?女,?一致,2637.5,8,0.25,8,21100,2,0
其它,0,29,35,80,1,1,1,80,1,?小学,?None,0,0,0,0,?未婚,3440,?24个月以上,0.88,1250,1,1250,1,?男,?一致,1164,5,1.2,5,5840,6,0
一线城市,0,31,16,820,5,1,5,4100,5,?小学,?不一致,0,0,0,0,?未婚,5750,?24个月以上,0.54,5600,39,5850,8,?男,?一致,1347.27,11,2.91,11,14860,30,0
二线城市,0,42,18,0,0,0,0,0,0,?None,?None,0,0,0,0,?已婚,0,?24个月以上,0.94,0,2,0,1,?男,?None,0,0,0,0,0,0,0
二线城市,0,36,3,3500,1,2,1,3500,2,?高中,?None,0,0,0,0,?已婚,2570,?24个月以上,0.94,2570,1,-2340,1,?男,?一致,2570,1,1,1,2570,1,0
二线城市,1,27,31,0,0,0,0,0,0,?高中,?不一致,0,0,0,0,?未婚,124500,?24个月以上,0.88,239000,18,0,1,?女,?一致,79666.67,3,5.67,3,239000,15,0
一线城市,0,30,27,1450,4,1.5,4,5800,6,?高中,?None,1,0,0,1,?未婚,450,?12-24个月,0.87,0,0,0,0,?女,?一致,112.5,4,0.5,4,450,2,0
一线城市,0,33,12,0,0,0,0,0,0,?小学,?None,0,0,0,0,?None,4340,?24个月以上,0.71,2490,15,-890,8,?男,?一致,910,11,2.09,11,10050,21,0
二线城市,0,44,8,1500,2,2,2,3000,4,?初中,?一致,0,0,0,1,?已婚,0,?24个月以上,0.77,0,0,0,0,?男,?一致,0,4,0,4,0,0,0
一线城市,0,34,58,9000,1,3,1,9000,3,?初中,?None,0,0,0,0,?None,15020,?无效,0.77,-171590,27,0,1,?男,?None,2620,6,0.67,6,15720,4,0
二线城市,0,23,29,750,2,1,2,1500,2,?小学,?None,0,0,0,0,?None,58240,?24个月以上,0.19,-14200,306,71740,75,?女,?一致,14815.83,12,15.17,12,177850,183,0
其它,1,30,45,0,0,0,0,0,0,?小学,?不一致,0,0,0,0,?已婚,340110,?24个月以上,0.71,3790,2,100,1,?女,?一致,45289.09,11,5.82,11,498240,62,0
其它,0,31,6,540,5,1.4,5,2700,7,?高中,?一致,0,0,0,0,?未婚,4050,?0-6个月,0.79,6260,6,0,0,?女,?None,1314,5,2,5,6590,10,0
二线城市,0,35,5,1300,3,2.67,3,3900,8,?None,?None,0,0,1,0,?None,1500,?0-6个月,0.83,1790,6,2010,2,?男,?一致,757.5,4,1,4,3040,4,0
二线城市,0,29,76,5000,1,4,1,5000,4,?本科以上,?一致,0,0,0,0,?未婚,23790,?24个月以上,0.33,-288370,165,9970,11,?女,?一致,12608,10,3.7,10,126120,37,0
一线城市,0,37,45,0,0,0,0,0,0,?初中,?None,1,0,1,1,?None,19130,?24个月以上,0.42,28620,72,19440,18,?男,?不一致,4423,10,5.6,10,44280,57,0
二线城市,0,35,38,0,0,0,0,0,0,?初中,?一致,0,0,0,0,?已婚,8800,?24个月以上,0.35,-113260,96,15040,12,?女,?一致,3307.5,12,3.67,12,39740,42,0
二线城市,0,40,31,0,0,0,0,0,0,?小学,?None,0,0,0,0,?未婚,3890,?24个月以上,0.83,50,2,0,1,?女,?一致,1247.5,4,3.25,4,4990,12,0
一线城市,0,45,7,0,0,0,0,0,0,?None,一致,0,0,0,0,?未婚,200,?24个月以上,0.94,0,0,0,0,?男,?一致,100,2,0.5,2,200,1,0
其它,0,27,47,2766.67,3,1.67,3,8300,5,?高中,?不一致,1,0,0,0,?None,23200,?24个月以上,0.63,40760,3,0,0,?男,?一致,5394,10,1.5,10,53970,15,0
一线城市,0,40,52,300,1,1,1,300,1,?小学,?不一致,0,0,0,0,?未婚,360,?24个月以上,0.9,0,0,0,0,?女,?一致,183.33,3,1.67,3,560,5,0
二线城市,0,29,62,0,0,0,0,0,0,?小学,?一致,0,0,0,0,?未婚,20000,?12-24个月,0.92,10,2,0,0,?男,?一致,6670,3,1,3,20010,3,0
二线城市,0,26,7,866.67,3,2,3,2600,6,?None,?None,0,0,0,0,?None,2070,?24个月以上,0.75,-10480,27,1390,18,?女,?一致,850,5,1.2,5,4260,6,0
二线城市,0,30,25,0,0,0,0,0,0,?初中,?None,0,0,0,0,?未婚,730,?无效,0.96,0,0,0,0,?男,?不一致,730,1,3,1,730,3,0
二线城市,0,35,2,1700,1,4,1,1700,4,?初中,?None,0,0,0,0,?未婚,0,?12-24个月,0.94,0,0,0,0,?男,?一致,0,1,0,1,0,0,0
二线城市,0,31,25,0,0,0,0,0,0,?初中,?不一致,0,0,0,0,?None,1010,?0-6个月,0.85,90,7,640,5,?男,?一致,504,5,1,5,2520,5,0
二线城市,0,23,56,320,5,1.2,5,1600,6,?高中,?一致,0,0,0,0,?已婚,77260,?24个月以上,0.04,203930,282,152970,102,?女,?一致,24714.17,12,21.67,12,296630,267,0
其它,0,29,69,2666.67,3,1.33,3,8000,4,?None,?None,0,1,0,0,?None,0,?24个月以上,0.94,0,0,0,0,?女,?一致,0,3,0,3,0,0,0
二线城市,0,33,18,0,0,0,0,0,0,?初中,?None,0,0,0,0,?已婚,0,?0-6个月,0.63,-3140,27,0,18,?女,?一致,0,2,0,2,0,0,0
二线城市,0,32,27,0,0,0,0,0,0,?高中,?不一致,0,0,0,0,?未婚,3000,?24个月以上,0.65,190,9,80,4,?男,?不一致,422.73,11,2,11,4670,21,0
